wilaya_name,commune_name,zone
LAGHOUAT,SIDI BOUZID,I
LAGHOUAT,SIDI MAKHLOUF,I
LAGHOUAT,TADJEMOUT,I
LAGHOUAT,TADJROUNA,I
LAGHOUAT,TAOUILA,I
MASCARA,AIN FARES,IIA
MASCARA,AIN FEKAN,IIA
MASCARA,AIN FERAH,IIA
MASCARA,AIN FRASS,IIA
MASCARA,ALAIMIA,IIA
MASCARA,AOUF,IIA
MASCARA,BENIAN,IIA
MASCARA,BOUHANIFIA,IIA
MASCARA,BOUHENNI,IIA
MASCARA,CHORFA,IIA
MASCARA,EL BORDJ,IIA
MASCARA,EL GAADA,IIA
MASCARA,EL GHOMRI,IIA
MASCARA,EL GUEITNA,IIA
MASCARA,EL HACHEM,IIA
MASCARA,EL KEURT,IIA
MASCARA,EL MAMOUNIA,IIA
MASCARA,EL MENAOUER,IIA
MASCARA,FERRAGUIG,IIA
MASCARA,FROHA,IIA
MASCARA,GHARROUS,IIA
MASCARA,GHRISS,IIA
MASCARA,GUERDJOUM,IIA
MASCARA,HACINE,IIA
MASCARA,KHALOUIA,IIA
MASCARA,MAKDA,IIA
MASCARA,MAOUSSA,IIA
MASCARA,MASCARA,IIA
MASCARA,MATMORE,IIA
MASCARA,MOCTADOUZ,IIA
MASCARA,MOHAMMADIA,IIA
MASCARA,NESMOTH,IIA
MASCARA,OGGAZ,IIA
MASCARA,OUED EL ABTAL,IIA
MASCARA,OUED TAGHIA,IIA
MASCARA,RAS EL AIN AMIROUCHE,IIA
MASCARA,SEDJERARA,IIA
MASCARA,SEHAILIA,IIA
MASCARA,SIDI ABDELDJABAR,IIA
MASCARA,SIDI ABDELMOUMENE,IIA
MASCARA,SIDI BOUSSAID,IIA
MASCARA,SIDI KADA,IIA
MASCARA,SIG,IIA
MASCARA,TIGHENNIF,IIA
MASCARA,TIZI,IIA
MASCARA,ZAHANA,IIA
MASCARA,ZELMATA,IIA
MEDEA,AIN BOUCIF,IIA
MEDEA,AIN OUKSIR,IIA
MEDEA,AISSAOUIA,IIA
MEDEA,AZIZ,IIA
MEDEA,BAATA,IIA
MEDEA,BEN CHICAO,IIA
MEDEA,BENI SLIMANE,IIA
MEDEA,BERROUAGHIA,IIA
MEDEA,BIR BEN ABED,IIA
MEDEA,BOGHAR,IIA
MEDEA,BOUAICHE,IIA
MEDEA,BOUAICHOUNE,IIA
MEDEA,BOUCHRAHIL,IIA
MEDEA,BOUGHZOUL,IIA
MEDEA,BOUSKENE,IIA
MEDEA,CHAHBOUNIA,IIA
MEDEA,CHELLALAT EL ADHAOURA,IIA
MEDEA,CHENIGUEL,IIA
MEDEA,DERRAG,IIA
MEDEA,DEUX BASSINS,IIB
MEDEA,DJOUAB,IIA
MEDEA,DRAA ESSMAR,IIA
MEDEA,EL AOUINET,IIA
MEDEA,EL AZIZIA,IIA
MEDEA,EL GUELBELKEBIR,IIA
MEDEA,EL HAMDANIA,IIB
MEDEA,EL OMARIA,IIA
MEDEA,HANNACHA,IIA
MEDEA,KEF LAKHDAR,IIA
MEDEA,KHAMS DJOUAMAA,IIA
MEDEA,KSAR EL BOUKHARI,IIA
MEDEA,M'FATHA,IIA
MEDEA,MAGHRAOUA,IIA
MEDEA,MEDEA,IIA
MEDEA,MEZRENNA,IIB
MEDEA,MIHOUB,IIA
MEDEA,MOUDJEBEUR,IIB
MEDEA,OUAMRI,IIA
MEDEA,OUED HARBIL,IIA
MEDEA,OULED ANTAR,IIA
MEDEA,OULED BOUACHRA,IIA
MEDEA,OULED BRAHIM,IIA
MEDEA,OULED DEIDE,IIA
MEDEA,OULED HELLAL,IIA
MEDEA,OULED MAAREF,IIA
MEDEA,OUM EL DJALIL,IIA
MEDEA,OUZERA,IIA
MEDEA,REBAIA,IIA
MEDEA,SANEG,IIA
MEDEA,SEDRAIA,IIA
MEDEA,SEGHOUANE,IIA
MEDEA,SI MAHDJOUB,IIA
MEDEA,SIDI DAMED,IIA
MEDEA,SIDI ERRABIA,IIA
MEDEA,SIDI NAAMANE,IIA
MEDEA,SIDI ZAHAR,IIA
MEDEA,SIDI ZIANE,IIA
MEDEA,SOUAGUI,IIA
MEDEA,TABLAT,IIA
MEDEA,TAFRAOUT,IIA
MEDEA,TAMESGUIDA,IIB
MEDEA,TIZI MAHDI,IIA
MEDEA,TLATET ED DOUAIR,IIA
MEDEA,ZOUBIRIA,IIA
MILA,AHMED RACHDI,IIA
MILA,AIN BEIDA HARRICHE,IIA
MILA,AIN MELLOUK,IIA
MILA,AIN TINE,IIA
MILA,AMIRA ARRES,IIA
MILA,BENYAHIA ABDERRAHMANE,IIA
MILA,BOUHATEM,IIA
MILA,CHELGHOUM LAID,IIA
MILA,CHERAGA,IIA
MILA,DERRADJI BOUSSELAH,IIA
MILA,EL AYADI BARBES,IIA
MILA,EL M'CHIRA,IIA
MILA,FERDJIOUA,IIA
MILA,GRAREM GOUGA,IIA
MILA,HAMALA,IIA
MILA,MILA,IIA
MILA,MINAR ZARZA,IIA
MILA,OUED ATHMANIA,IIA
MILA,OUED ENDJA,IIA
MILA,OUED SEGUEN,IIA
MILA,OULED KHELLOUF,IIA
MILA,ROUACHED,IIA
MILA,SIDI KHELIFA,IIA
MILA,SIDI MEROUANE,IIA
MILA,TADJENANET,IIA
MILA,TASSADANE HADDADA,IIA
MILA,TASSALA LEMTAI,IIA
MILA,TELAGHMA,IIA
MILA,TERRAI BAINEM,IIA
MILA,TIBERGUENT,IIA
MILA,YAHIA BENI GUECHA,IIA
MILA,ZEGHAIA,IIA
MOSTAGANEM,ABDELMALEK RAMDANE,IIA
MOSTAGANEM,ACHAACHA,IIA
MOSTAGANEM,AIN BOUDINAR,IIA
MOSTAGANEM,AIN NOUISSI,IIA
MOSTAGANEM,AIN SIDI CHERIF,IIA
MOSTAGANEM,AIN TEDLES,IIA
MOSTAGANEM,BOUGUIRAT,IIA
MOSTAGANEM,EL HESSIANE,IIA
MOSTAGANEM,FORNAKA,IIA
MOSTAGANEM,HADJADJ,IIA
MOSTAGANEM,HASSI MAAMECHE,IIA
MOSTAGANEM,KHADRA,IIA
MOSTAGANEM,KHEIR EDDINE,IIA
MOSTAGANEM,MANSOURAH,IIA
MOSTAGANEM,MESRA,IIA
MOSTAGANEM,MEZAGHRANE,IIA
MOSTAGANEM,MOSTAGANEM,IIA
MOSTAGANEM,NEKMARIA,IIA
MOSTAGANEM,OUED EL KHEIR,IIA
MOSTAGANEM,OULED BOUGHALEM,IIA
MOSTAGANEM,OULED MAALAH,IIB
MOSTAGANEM,SAFSAF,IIA
MOSTAGANEM,SAYADA,IIA
MOSTAGANEM,SIDI ALI,IIA
MOSTAGANEM,SIDI BELATTAR,IIA
MOSTAGANEM,SIDI LAKHDAR,IIB
MOSTAGANEM,SIRAT,IIA
MOSTAGANEM,SOUAFLIA,IIA
MOSTAGANEM,SOUR,IIA
MOSTAGANEM,STIDIA,IIA
MOSTAGANEM,TAZGAIT,IIB
MOSTAGANEM,TOUAHRIA,IIA
M'SILA,AIN EL HADJEL,I
M'SILA,AIN EL MELH,I
M'SILA,AIN ERRICH,I
M'SILA,AIN FARES,I
M'SILA,AIN KHADRA,IIA
M'SILA,BELAIBA,IIA
M'SILA,BEN SROUR,I
M'SILA,BENI ILMENE,IIA
M'SILA,BENZOUH,I
M'SILA,BERHOUM,IIA
M'SILA,BIR FODDA,I
M'SILA,BOUSAADA,I
M'SILA,BOUTI SAYEH,I
M'SILA,CHELLAL,I
M'SILA,DEHAHNA,IIA
M'SILA,DJEBEL MESSAAD,I
M'SILA,EL HAMEL,I
M'SILA,EL HOUAMED,I
M'SILA,HAMMAM DHALAA,IIA
M'SILA,KHETTOUTI SED EL DJIR,I
M'SILA,KHOUBANA,I
M'SILA,M'CIF,I
M'SILA,M'SILA,IIA
M'SILA,M'TARFA,IIA
M'SILA,MAADID,IIA
M'SILA,MAARIF,I
M'SILA,MAGRA,IIA
M'SILA,MEDJEDEL,I
M'SILA,MENAA,I
M'SILA,MOHAMED BOUDIAF,I
M'SILA,OUENOUGHA,IIA
M'SILA,OULED ADDI GUEBALA,I
M'SILA,OULED DERRADJ,IIA
M'SILA,OULED MADHI,IIA
M'SILA,OULED MANSOUR,IIA
M'SILA,OULED SIDI BRAHIM,I
M'SILA,OULED SLIMANE,I
M'SILA,OULTENE,I
M'SILA,SIDI AISSA,I
M'SILA,SIDI AMEUR,I
M'SILA,SIDI HADJERES,I
M'SILA,SIDI M'HAMED,I
M'SILA,SLIM,I
M'SILA,SOUMAA,I
M'SILA,TAMSA,I
M'SILA,TARMOUNT,IIA
M'SILA,ZERZOUR,I
NAAMA,AIN BEN KHELIL,I
NAAMA,AIN SEFRA,I
NAAMA,ASLA,I
NAAMA,DJENIEN BOUREZG,I
NAAMA,EL BIOD,I
NAAMA,KASDIR,I
NAAMA,MECHRIA,I
NAAMA,MEKMEN BEN AMAR,I
NAAMA,MOGHRAR,I
NAAMA,NAAMA,I
NAAMA,SFISSIFA,I
NAAMA,TIOUT,I
ORAN,AIN BIYA,IIA
ORAN,AIN KERMA,IIA
ORAN,AIN TURK,IIA
ORAN,ARZEW,IIA
ORAN,BEN FREHA,IIA
ORAN,BETHIOUA,IIA
ORAN,BIR EL DJIR,IIA
ORAN,BOUFATIS,IIA
ORAN,BOUSFER,IIA
ORAN,BOUTLELIS,IIA
ORAN,EL ANCOR,IIA
ORAN,EL BRAYA,IIA
ORAN,EL KARMA,IIA
ORAN,ES SENIA,IIA
ORAN,GDYEL,IIA
ORAN,HASSI BEN OKBA,IIA
ORAN,HASSI BOUNIF,IIA
ORAN,HASSI MEFSOUKH,IIA
ORAN,MARSAT EL HADJADJ,IIA
ORAN,MERS EL KEBIR,IIA
ORAN,MISSERGHIN,IIA
ORAN,ORAN,IIA
ORAN,OUED TLELAT,IIA
ORAN,SIDI BEN YABKA,IIA
ORAN,SIDI CHAMI,IIA
ORAN,TAFRAOUI,IIA
OUARGLA,AIN BEIDA,0
OUARGLA,BALIDAT AMEUR,0
OUARGLA,BENACEUR,0
OUARGLA,EL ALLIA,0
OUARGLA,EL BORMA,0
OUARGLA,EL HADJIRA,0
OUARGLA,HASSI BEN ABDELLAH,0
OUARGLA,HASSI MESSAOUD,0
OUARGLA,M'NAGUER,0
OUARGLA,MEGARINE,0
OUARGLA,N'GOUSSA,0
OUARGLA,NEZLA,0
OUARGLA,OUARGLA,0
OUARGLA,ROUISSAT,0
OUARGLA,SIDI KHOUILED,0
OUARGLA,SIDI SLIMANE,0
OUARGLA,TAIBET,0
OUARGLA,TAMACINE,0
OUARGLA,TEBESBEST,0
OUARGLA,TOUGGOURT,0
OUARGLA,ZAOUIA EL ABIDIA,0
OUM EL BOUAGHI,AIN BABOUCHE,I
OUM EL BOUAGHI,AIN BEIDA,I
OUM EL BOUAGHI,AIN DISS,I
OUM EL BOUAGHI,AIN FAKROUN,I
OUM EL BOUAGHI,AIN KERCHA,I
OUM EL BOUAGHI,AIN M'LILA,I
OUM EL BOUAGHI,AIN ZITOUN,I
OUM EL BOUAGHI,BEHIR CHERGUI,I
OUM EL BOUAGHI,BERRICHE,I
OUM EL BOUAGHI,BIR CHOUHADA,I
OUM EL BOUAGHI,DHALAA,I
OUM EL BOUAGHI,EL AMIRIA,I
OUM EL BOUAGHI,EL BELALA,I
OUM EL BOUAGHI,EL DJEZIA,I
OUM EL BOUAGHI,EL FEDJOUDJ BOUGHRARA SAO,I
OUM EL BOUAGHI,EL HARMILIA,I
OUM EL BOUAGHI,EL ZORG,I
OUM EL BOUAGHI,FKIRINA,I
OUM EL BOUAGHI,HANCHIR TOUMGHANI,I
OUM EL BOUAGHI,KSAR SBAHI,I
OUM EL BOUAGHI,MESKIANA,I
OUM EL BOUAGHI,OUED NINI,I
OUM EL BOUAGHI,OULED GACEM,I
OUM EL BOUAGHI,OULED HAMLA,I
OUM EL BOUAGHI,OULED ZOUAI,I
OUM EL BOUAGHI,OUM EL BOUAGHI,I
OUM EL BOUAGHI,REHIA,I
OUM EL BOUAGHI,SIGUS,I
OUM EL BOUAGHI,SOUK NAAMANE,I
RELIZANE,AIN RAHMA,IIA
RELIZANE,AIN TAREK,IIA
RELIZANE,AMMI MOUSSA,IIA
RELIZANE,BELAASSEL BOUZEGZA,IIA
RELIZANE,BEN DAOUD,IIA
RELIZANE,BENI DERGOUN,IIA
RELIZANE,BENI ZENTIS,IIB
RELIZANE,DAR BEN ABDELLAH,IIA
RELIZANE,DJIDIOUIA,IIB
RELIZANE,EL GUETTAR,IIA
RELIZANE,EL H'MADNA,IIA
RELIZANE,EL HAMRI,IIA
RELIZANE,EL HASSI,IIA
RELIZANE,EL MATMAR,IIA
RELIZANE,EL OUELDJA,IIA
RELIZANE,HAD CHEKKALA,IIA
RELIZANE,KALAA,IIA
RELIZANE,LAHLEF,IIA
RELIZANE,MAZOUNA,IIA
RELIZANE,MEDIOUNA,IIA
RELIZANE,MENDES,IIA
RELIZANE,MERDJET SIDI ABED,IIB
RELIZANE,OUARIZANE,IIA
RELIZANE,OUED EL DJEMAA,IIA
RELIZANE,OUED ESSALEM,IIA
RELIZANE,OUED RHIOU,IIB
RELIZANE,OULED SIDI MIHOUB,IIA
RELIZANE,OULED YAICH,IIA
RELIZANE,RAMKA,IIA
RELIZANE,RELIZANE,IIA
RELIZANE,SIDI KHETTAB,IIA
RELIZANE,SIDI LAZREG,IIA
RELIZANE,SIDI M'HAMED BEN ALI,IIA
RELIZANE,SIDI M'HAMED BENAOUDA,IIA
RELIZANE,SIDI SAADA,IIA
RELIZANE,SOUK EL HAD,IIA
RELIZANE,YELLEL,IIA
RELIZANE,ZEMMOURA,IIA
SAIDA,AIN EL HADJAR,I
SAIDA,AIN SKHOUNA,I
SAIDA,AIN SOLTANE,I
SAIDA,DOUI THABET,I
SAIDA,EL HASSASNA,I
SAIDA,HOUNET,I
SAIDA,MAAMORA,I
SAIDA,MOULAY LARBI,I
SAIDA,OULED BRAHIM,I
SAIDA,OULED KHALED,I
SAIDA,SAIDA,I
SAIDA,SIDI AHMED,I
SAIDA,SIDI AMAR,I
SAIDA,SIDI BOUBEKEUR,I
SAIDA,TIRCINE,I
SAIDA,YOUB,I
SETIF,AIN ABESSA,IIA
SETIF,AIN ARNAT,IIA
SETIF,AIN AZAL,IIA
SETIF,AIN EL KEBIRA,IIA
SETIF,AIN LAGRADJ,IIA
SETIF,AIN LAHDJAR,IIA
SETIF,AIN OULMANE,IIA
SETIF,AIN ROUA,IIA
SETIF,AIN SEBT,IIA
SETIF,AIT TIZI,IIA
SETIF,AMOUCHA,IIA
SETIF,BABOR,IIA
SETIF,BAZER SAKRA,IIA
SETIF,BEIDHA BORDJ,IIA
SETIF,BELLAA,IIA
SETIF,BENI AZIZ,IIA
SETIF,BENI CHEBANA,IIA
SETIF,BENI FOUDA,IIA
SETIF,BENI HOCINE,IIA
SETIF,BENI MOUHLI,IIA
SETIF,BENI OUARTILANE,IIA
SETIF,BIR EL ARCH,IIA
SETIF,BIR HADDADA,IIA
SETIF,BOUANDAS,IIA
SETIF,BOUGAA,IIA
SETIF,BOUSSELAM,IIA
SETIF,BOUTALEB,IIA
SETIF,DEHAMCHA,IIA
SETIF,DJEMILA,IIA
SETIF,DRAA KEBILA,IIA
SETIF,EL EULMA,IIA
SETIF,EL OUELDJA,IIA
SETIF,EL OURICIA,IIA
SETIF,GUELLAL,IIA
SETIF,GUELTA ZERGA,IIA
SETIF,GUENZET TASSAMEURT,IIA
SETIF,GUIDJEL,IIA
SETIF,HAMMA,IIA
SETIF,HAMMAM GUERGOUR,IIA
SETIF,HAMMAM SKHOUNA,IIA
SETIF,HARBIL,IIA
SETIF,KSAR EL ABTAL,IIA
SETIF,M'ZADA,IIA
SETIF,MAAOUIA,IIA
SETIF,MAOUKLANE,IIA
SETIF,MEZLOUG,IIA
SETIF,OUED EL BARED,IIA
SETIF,OULED ADDOUANE,IIA
SETIF,OULED SABOR,IIA
SETIF,OULED SIDI AHMED,IIA
SETIF,OULED TEBBEN,IIA
SETIF,ROSFA,IIA
SETIF,SALAH BEY,IIA
SETIF,SERDJ EL GHOUL,IIA
SETIF,SETIF,IIA
SETIF,TACHOUDA,IIA
SETIF,TALA IFACENE,IIA
SETIF,TAYA,IIA
SETIF,TELLA,IIA
SETIF,TIZI N'BECHAR,IIA
SIDI BEL ABBES,AIN ADDEN,I
SIDI BEL ABBES,AIN EL BERD,I
SIDI BEL ABBES,AIN KADA,I
SIDI BEL ABBES,AIN THRID,I
SIDI BEL ABBES,AIN TINDAMINE,I
SIDI BEL ABBES,AMARNAS,I
SIDI BEL ABBES,BEDRABINE EL MOKRANI,I
SIDI BEL ABBES,BELARBI,I
SIDI BEL ABBES,BEN BADIS,I
SIDI BEL ABBES,BENACHIBA CHELIA,I
SIDI BEL ABBES,BIR EL H'MAM,I
SIDI BEL ABBES,BOUDJEBAA EL BORDJ,I
SIDI BEL ABBES,BOUKANEFIS,I
SIDI BEL ABBES,CHETOUANE BELAILA,I
SIDI BEL ABBES,DHAYA,I
SIDI BEL ABBES,EL HACAIBA,I
SIDI BEL ABBES,HASSI DAHO,I
SIDI BEL ABBES,HASSI ZAHANA,I
SIDI BEL ABBES,LAMTAR,I
SIDI BEL ABBES,M'CID,I
SIDI BEL ABBES,MAKEDRA,I
SIDI BEL ABBES,MARHOUM,I
SIDI BEL ABBES,MERINE,I
SIDI BEL ABBES,MEZAOUROU,I
SIDI BEL ABBES,MOSTEFA BEN BRAHIM,I
SIDI BEL ABBES,MOULAY SLISSEN,I
SIDI BEL ABBES,OUED SBAA,I
SIDI BEL ABBES,OUED SEFIOUN,I
SIDI BEL ABBES,OUED TAOURIRA,I
SIDI BEL ABBES,RAS EL MA,I
SIDI BEL ABBES,REDJEM DEMMOUCHE,I
SIDI BEL ABBES,SEHALA THAOURA,I
SIDI BEL ABBES,SFISEF,I
SIDI BEL ABBES,SIDI ALI BENYOUB,I
SIDI BEL ABBES,SIDI ALI BOUSSIDI,I
SIDI BEL ABBES,SIDI BEL ABBES,I
SIDI BEL ABBES,SIDI BRAHIM,I
SIDI BEL ABBES,SIDI CHAIB,I
SIDI BEL ABBES,SIDI DAHO,I
SIDI BEL ABBES,SIDI HAMADOUCHE,I
SIDI BEL ABBES,SIDI KHALED,I
SIDI BEL ABBES,SIDI LAHCENE,I
SIDI BEL ABBES,SIDI YACOUB,I
SIDI BEL ABBES,TABIA,I
SIDI BEL ABBES,TAFISSOUR,I
SIDI BEL ABBES,TAOUDMOUT,I
SIDI BEL ABBES,TEGHALIMET,I
SIDI BEL ABBES,TELAGH,I
SIDI BEL ABBES,TENIRA,I
SIDI BEL ABBES,TESSALA,I
SIDI BEL ABBES,TILMOUNI,I
SIDI BEL ABBES,ZEROUALA,I
SKIKDA,AIN BOUZIANE,IIA
SKIKDA,AIN CHERCHAR,IIA
SKIKDA,AIN KECHRA,IIA
SKIKDA,AIN ZOUIT,IIA
SKIKDA,AZZABA,IIA
SKIKDA,BEKKOUCHE LAKHDAR,IIA
SKIKDA,BEN AZZOUZ,IIA
SKIKDA,BENI BACHIR,IIA
SKIKDA,BENI OULBANE,IIA
SKIKDA,BENI ZID,IIA
SKIKDA,BIR EL OUIDEN,IIA
SKIKDA,BOUCHTATA,IIA
SKIKDA,CHERAIA,IIA
SKIKDA,COLLO,IIA
SKIKDA,DJENDEL SAADI MOHAMED,IIA
SKIKDA,EL GHEDIR,IIA
SKIKDA,EL HADAIEK,IIA
SKIKDA,EL HARROUCH,IIA
SKIKDA,EL MARSA,IIA
SKIKDA,EMDJEZ EDCHICH,IIA
SKIKDA,ES SEBT,IIA
SKIKDA,FIL FILA,IIA
SKIKDA,HAMADI KROUMA,IIA
SKIKDA,KANOUA,IIA
SKIKDA,KERKERA,IIA
SKIKDA,KHENG MAYOUM,IIA
SKIKDA,OUED ZHOUR,IIA
SKIKDA,OULDJA BOULBELLOUT,IIA
SKIKDA,OULED ATTIA,IIA
SKIKDA,OULED HEBABA,IIA
SKIKDA,OUM TOUB,IIA
SKIKDA,RAMDANE DJAMEL,IIA
SKIKDA,SALAH BOUCHAOUR,IIA
SKIKDA,SIDI MEZGHICHE,IIA
SKIKDA,SKIKDA,IIA
SKIKDA,TAMALOUS,IIA
SKIKDA,ZERDEZAS,IIA
SKIKDA,ZITOUNA,IIA
SOUK-AHRAS,AIN SOLTANE,I
SOUK-AHRAS,AIN ZANA,I
SOUK-AHRAS,BIR BOU HAOUCH,I
SOUK-AHRAS,DREA,I
SOUK-AHRAS,HADDADA,I
SOUK-AHRAS,HANANCHA,I
SOUK-AHRAS,KHEDARA,I
SOUK-AHRAS,KHEMISSA,I
SOUK-AHRAS,M'DAOUROUCHE,I
SOUK-AHRAS,MECHROHA,I
SOUK-AHRAS,MERAHNA,I
SOUK-AHRAS,OUED KEBERIT,I
SOUK-AHRAS,OULED DRISS,I
SOUK-AHRAS,OULED MOUMEN,I
SOUK-AHRAS,OUM EL ADHAIM,I
SOUK-AHRAS,QUILLEN,I
SOUK-AHRAS,RAGGOUBA,I
SOUK-AHRAS,SAFEL EL OUIDEN,I
SOUK-AHRAS,SEDRATA,I
SOUK-AHRAS,SIDI FREDJ,I
SOUK-AHRAS,SOUK-AHRAS,I
SOUK-AHRAS,TAOURA,I
SOUK-AHRAS,TERRAGUELT,I
SOUK-AHRAS,TIFFECH,I
SOUK-AHRAS,ZAAROURIA,I
SOUK-AHRAS,ZOUABI,I
TAMANRASSET,ABALESSA,0
TAMANRASSET,FOUGGARAT EZ ZOUAIA,0
TAMANRASSET,IDLES,0
TAMANRASSET,IN AMGUEL,0
TAMANRASSET,IN GHAR,0
TAMANRASSET,IN GUEZZAM,0
TAMANRASSET,IN SALAH,0
TAMANRASSET,TAMANRASSET,0
TAMANRASSET,TAZROUK,0
TAMANRASSET,TIN ZAOUATINE,0
TEBESSA,AIN ZERGA,I
TEBESSA,BEDJENE,I
TEBESSA,BEKKARIA,I
TEBESSA,BIR DHEHEB,I
TEBESSA,BIR EL ATER,I
TEBESSA,BIR MOKADEM,I
TEBESSA,BOUKHADRA,I
TEBESSA,BOULHAF DYR,I
TEBESSA,CHERIA,I
TEBESSA,EL AOUINET,I
TEBESSA,EL HOUIDJBET,I
TEBESSA,EL KOUIF,I
TEBESSA,EL MA LABIOD,I
TEBESSA,EL MAZERAA,I
TEBESSA,EL MERIDJ,I
TEBESSA,EL OGLA,I
TEBESSA,EL OGLA EL MALHA,I
TEBESSA,EL OUENZA,I
TEBESSA,FERKANE,I
TEBESSA,GOURIGUEUR,I
TEBESSA,HAMMAMET,I
TEBESSA,MORSOT,I
TEBESSA,NEGRINE,I
TEBESSA,OUM ALI,I
TEBESSA,SAFSAF EL OUESRA,I
TEBESSA,STAH GUENTIS,I
TEBESSA,TEBESSA,I
TEBESSA,THLIDJENE,I
TINDOUF,OUM EL ASSEL,0
TINDOUF,TINDOUF,0
TIARET,AIN BOUCHEKIF,I
TIARET,AIN DEHEB,I
TIARET,AIN EL HADID,I
TIARET,AIN KERMES,I
TIARET,AIN ZARIT,I
TIARET,BOUGARA,I
TIARET,CHEHAIMA,I
TIARET,DAHMOUNI,I
TIARET,DJEBILET ROSFA,I
TIARET,DJILLALI BEN AMAR,I
TIARET,FAIDJA,I
TIARET,FRENDA,I
TIARET,GUERTOUFA,I
TIARET,HAMADIA,I
TIARET,KSAR CHELLALA,I
TIARET,MACHRAA SFA,I
TIARET,MADNA,I
TIARET,MAHDIA,I
TIARET,MEDRISSA,I
TIARET,MEDROUSSA,I
TIARET,MEGHILA,I
TIARET,MELLAKOU,I
TIARET,NADORAH,I
TIARET,NAIMA,I
TIARET,OUED LILLI,I
TIARET,RAHOUIA,I
TIARET,RECHAIGA,I
TIARET,SEBAINE,I
TIARET,SEBT,I
TIARET,SERGHINE,I
TIARET,SIDI ABDELGHANI,I
TIARET,SIDI ABDERRAHMANE,I
TIARET,SIDI ALI MELLAL,I
TIARET,SIDI BAKHTI,I
TIARET,SIDI HOSNI,I
TIARET,SOUGUEUR,I
TIARET,TAGDEMT,I
TIARET,TAKHMARET,I
TIARET,TIARET,I
TIARET,TIDDA,I
TIARET,TOUSNINA,I
TIARET,ZMALET EMIR ABDELKADER,I
TIPAZA,AGHBAL,III
TIPAZA,AHMER EL AIN,III
TIPAZA,AIN TAGOURAIT,III
TIPAZA,BENI MILLEUK,III
TIPAZA,BOU ISMAIL,III
TIPAZA,BOUHAROUN,III
TIPAZA,BOURKIKA,III
TIPAZA,CHAIBA,III
TIPAZA,CHERCHEL,III
TIPAZA,DAMOUS,III
TIPAZA,DOUAOUDA,III
TIPAZA,FOUKA,III
TIPAZA,GOURAYA,III
TIPAZA,HADJERET ENNOUS,III
TIPAZA,HADJOUT,III
TIPAZA,HATTATBA,III
TIPAZA,KHEMISTI,III
TIPAZA,KOLEA,III
TIPAZA,LARHAT,III
TIPAZA,MENACEUR,III
TIPAZA,MESSELMOUN,III
TIPAZA,MEURAD,III
TIPAZA,NADOR,III
TIPAZA,SIDI AMAR,III
TIPAZA,SIDI GHILES,III
TIPAZA,SIDI RACHED,III
TIPAZA,SIDI SEMIANE,III
TIPAZA,TIPAZA,III
TISSEMSILT,AMMARI,IIA
TISSEMSILT,BENI CHAIB,IIA
TISSEMSILT,BENI LAHCENE,IIA
TISSEMSILT,BORDJ BOUNAAMA,IIA
TISSEMSILT,BORDJ EL EMIR ABDELKADER,IIA
TISSEMSILT,BOUCAID,IIA
TISSEMSILT,KHEMISTI,IIA
TISSEMSILT,LARBAA,IIA
TISSEMSILT,LARDJEM,IIA
TISSEMSILT,LAYOUNE,IIA
TISSEMSILT,LAZHARIA,IIA
TISSEMSILT,MAACEM,IIA
TISSEMSILT,MELAAB,IIA
TISSEMSILT,OULED BESSEM,IIA
TISSEMSILT,SIDI ABED,IIA
TISSEMSILT,SIDI BOUTOUCHENT,IIA
TISSEMSILT,SIDI LANTRI,IIA
TISSEMSILT,SIDI SLIMANE,IIA
TISSEMSILT,TAMALAHT,IIA
TISSEMSILT,THENIET EL HAD,IIA
TISSEMSILT,TISSEMSILT,IIA
TISSEMSILT,YOUSSOUFIA,IIA
TIZI OUZOU,ABI YOUCEF,IIA
TIZI OUZOU,AGHNI GOUGHRAN,IIA
TIZI OUZOU,AGHRIB,IIA
TIZI OUZOU,AIN EL HAMMAM,IIA
TIZI OUZOU,AIN ZAOUIA,IIA
TIZI OUZOU,AIT AGGOUACHA,IIA
TIZI OUZOU,AIT AISSA MIMOUN,IIA
TIZI OUZOU,AIT BOUADOU,IIA
TIZI OUZOU,AIT BOUMAHDI,IIA
TIZI OUZOU,AIT CHAFFAA,IIA
TIZI OUZOU,AIT KHELILI,IIA
TIZI OUZOU,AIT MAHMOUD,IIA
TIZI OUZOU,AIT OUMALOU,IIA
TIZI OUZOU,AIT TOUDERT,IIA
TIZI OUZOU,AIT YAHIA,IIA
TIZI OUZOU,AIT YAHIA MOUSSA,IIA
TIZI OUZOU,AKBIL,IIA
TIZI OUZOU,AKERROU,IIA
TIZI OUZOU,ASSI YOUCEF,IIA
TIZI OUZOU,AZAZGA,IIA
TIZI OUZOU,AZEFFOUN,IIA
TIZI OUZOU,BENI AISSI,IIA
TIZI OUZOU,BENI DOUALA,IIA
TIZI OUZOU,BENI YENNI,IIA
TIZI OUZOU,BENI ZIKI,IIA
TIZI OUZOU,BENI ZMENZER,IIA
TIZI OUZOU,BOGHNI,IIA
TIZI OUZOU,BOUDJIMA,IIA
TIZI OUZOU,BOUNOUH,IIA
TIZI OUZOU,BOUZGUEN,IIA
TIZI OUZOU,DRAA BEN KHEDDA,IIA
TIZI OUZOU,DRAA EL MIZAN,IIA
TIZI OUZOU,FREHA,IIA
TIZI OUZOU,FRIKAT,IIA
